"avatar_c19a55 src","username_c19a55","botText__82f07","timestamp_c19a55","separator_c19a55","hiddenVisually_b18fe2","embedDescription__623de","embedFieldValue__623de","embedFieldValue__623de 2","embedFieldValue__623de 3","embedFieldValue__623de 4","embedFieldValue__623de 5","embedFieldValue__623de 6","embedFieldValue__623de 7","embedFieldValue__623de 8","embedFieldValue__623de 9","timestamp__75297","hiddenVisually_b18fe2 2","latin24CompactTimeStamp_c19a55","separator_c19a55 2","emojiTooltipText__040f0","emojiTooltipText__040f0 2","emojiTooltipText__040f0 3","emojiTooltipText__040f0 5","hiddenVisually_b18fe2 3","hiddenVisually_b18fe2 4","hiddenVisually_b18fe2 5"
"","","","","[","Monday, October 13, 2025 at 10:16 AM","Call Sweep","NVDA","190","11/21/2025","Call","Ask","346","$415.2K","2,891","38,516","3 hours ago","Monday, October 13, 2025 at 10:01 AM","10:16 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:17 AM","Call Sweep","URNM","50","01/16/2026","Call","Ask","256","$409.6K","1,567","11,811","3 hours ago","Monday, October 13, 2025 at 10:02 AM","10:17 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:18 AM","Call Sweep","TSM","310","01/16/2026","Call","Ask","204","$479.4K","1,272","2,949","3 hours ago","Monday, October 13, 2025 at 10:03 AM","10:18 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:19 AM","Call Sweep","VST","230","12/19/2025","Call","Above","515","$626.3K","515","1,794","3 hours ago","Monday, October 13, 2025 at 10:04 AM","10:19 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:19 AM","Unusual Put Sweep","OKLO","170","10/31/2025","Put","Ask","233","$445K","526","4","3 hours ago","Monday, October 13, 2025 at 10:04 AM","10:19 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:21 AM","Call Sweep","MP","120","02/20/2026","Call","Ask","494","$736.1K","509","573","3 hours ago","Monday, October 13, 2025 at 10:06 AM","10:21 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:22 AM","—","Monday, October 13, 2025 at 10:22 AM","Call Sweep","NVDA","195","11/21/2025","Call","Ask","1,000","$950K","3,346","24,779","3 hours ago","Monday, October 13, 2025 at 10:07 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:22 AM","Put Sweep","GOOGL","245","01/16/2026","Put","Ask","256","$431.4K","294","3,649","3 hours ago","Monday, October 13, 2025 at 10:07 AM","10:22 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:23 AM","Call Sweep","PPTA","35","08/21/2026","Call","Above","951","$685.1K","964","985","3 hours ago","Monday, October 13, 2025 at 10:08 AM","10:23 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:23 AM","Call Sweep","TSM","300","10/31/2025","Call","Ask","291","$407.4K","634","1,498","3 hours ago","Monday, October 13, 2025 at 10:08 AM","10:23 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:25 AM","Call Sweep","ETHA","35","01/16/2026","Call","Ask","3,020","$1.2M","3,995","25,211","3 hours ago","Monday, October 13, 2025 at 10:10 AM","10:25 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:28 AM","Call Sweep","MP","110","12/19/2025","Call","Ask","404","$480.8K","456","620","3 hours ago","Monday, October 13, 2025 at 10:13 AM","10:28 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:31 AM","—","Monday, October 13, 2025 at 10:31 AM","Put Sweep","INTC","30","12/19/2025","Put","Ask","4,855","$534.1K","6,251","24,636","3 hours ago","Monday, October 13, 2025 at 10:16 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:35 AM","Put Sweep","TSLA","400","10/31/2025","Put","Ask","1,468","$2M","3,794","4,628","3 hours ago","Monday, October 13, 2025 at 10:20 AM","10:35 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:35 AM","Call Sweep","RGTI","42","10/31/2025","Call","Ask","600","$714K","638","1,357","3 hours ago","Monday, October 13, 2025 at 10:20 AM","10:35 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:35 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","276","$676.2K","277","2,255","3 hours ago","Monday, October 13, 2025 at 10:20 AM","10:35 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:36 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","210","$514.5K","517","2,255","3 hours ago","Monday, October 13, 2025 at 10:21 AM","10:36 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:37 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","294","$720.3K","847","2,255","3 hours ago","Monday, October 13, 2025 at 10:22 AM","10:37 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:37 AM","Put Sweep","IREN","70","03/20/2026","Put","Ask","210","$514.5K","1,057","2,255","3 hours ago","Monday, October 13, 2025 at 10:22 AM","10:37 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:38 AM","Call Sweep","AMZN","220","10/17/2025","Call","Ask","1,358","$454.9K","17,249","27,363","3 hours ago","Monday, October 13, 2025 at 10:23 AM","10:38 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:38 AM","—","Monday, October 13, 2025 at 10:38 AM","Put Sweep","IBIT","59","12/19/2025","Put","Ask","1,983","$549.3K","2,030","6,886","3 hours ago","Monday, October 13, 2025 at 10:23 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:41 AM","Call Sweep","RGTI","42","10/31/2025","Call","Ask","600","$702K","1,238","1,357","3 hours ago","Monday, October 13, 2025 at 10:25 AM","10:41 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:41 AM","Put Sweep","NVDA","190","10/24/2025","Put","Above","1,500","$951.8K","3,241","5,078","3 hours ago","Monday, October 13, 2025 at 10:26 AM","10:41 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:41 AM","Call Sweep","MP","95","11/21/2025","Call","Ask","300","$444K","754","3,833","3 hours ago","Monday, October 13, 2025 at 10:26 AM","10:41 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:43 AM","Call Sweep","MSFT","505","11/21/2025","Call","Ask","170","$436.1K","211","2,327","3 hours ago","Monday, October 13, 2025 at 10:28 AM","10:43 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","10:50 AM","—","Monday, October 13, 2025 at 10:50 AM","Call Sweep","TSLA","580","02/20/2026","Call","Ask","205","$403.9K","210","604","3 hours ago","Monday, October 13, 2025 at 10:35 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:53 AM","Unusual Put Sweep","SLV","40","03/20/2026","Put","Ask","4,999","$724.9K","7,136","684","3 hours ago","Monday, October 13, 2025 at 10:38 AM","10:53 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:53 AM","Call Sweep","ONTO","135","11/21/2025","Call","Above","570","$655.5K","1,010","1,017","3 hours ago","Monday, October 13, 2025 at 10:38 AM","10:53 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 10:55 AM","Call Sweep","TSLA","600","05/15/2026","Call","Ask","189","$604.8K","198","1,533","3 hours ago","Monday, October 13, 2025 at 10:40 AM","10:55 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 10:57 AM","Put Sweep","BE","115","10/31/2025","Put","Ask","500","$845K","502","0","3 hours ago","Monday, October 13, 2025 at 10:41 AM","10:57 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:05 AM","—","Monday, October 13, 2025 at 11:05 AM","Call Sweep","GLD","360","11/21/2025","Call","Ask","405","$897.1K","2,618","67,654","2 hours ago","Monday, October 13, 2025 at 10:50 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:06 AM","Unusual Put Sweep","TQQQ","103","10/24/2025","Put","Ask","813","$418.7K","1,138","317","2 hours ago","Monday, October 13, 2025 at 10:51 AM","11:06 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 11:09 AM","Call Sweep","AMD","200","01/16/2026","Call","Ask","153","$535.5K","1,135","19,879","2 hours ago","Monday, October 13, 2025 at 10:54 AM","11:09 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:12 AM","—","Monday, October 13, 2025 at 11:12 AM","Unusual Call Sweep","EOSE","20","11/14/2025","Call","Above","5,000","$839.6K","10,058","130","2 hours ago","Monday, October 13, 2025 at 10:57 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 11:15 AM","Put Sweep","TSLA","420","10/17/2025","Put","Above","479","$452.7K","27,252","14,124","2 hours ago","Monday, October 13, 2025 at 11:00 AM","11:15 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:16 AM","Call Sweep","TSM","290","01/16/2026","Call","Above","300","$1M","465","3,732","2 hours ago","Monday, October 13, 2025 at 11:01 AM","11:16 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:17 AM","Unusual Put Sweep","MSFT","515","11/14/2025","Put","Ask","10,067","$17.7M","15,483","1,081","2 hours ago","Monday, October 13, 2025 at 11:02 AM","11:17 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:18 AM","Put Sweep","TSLA","410","10/17/2025","Put","Ask","847","$491.3K","15,707","8,276","2 hours ago","Monday, October 13, 2025 at 11:03 AM","11:18 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:18 AM","Unusual Call Sweep","SBUX","82","10/31/2025","Call","Ask","3,885","$827.5K","3,945","89","2 hours ago","Monday, October 13, 2025 at 11:03 AM","11:18 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:23 AM","—","Monday, October 13, 2025 at 11:23 AM","Put Sweep","TSLA","410","10/17/2025","Put","Ask","2,185","$1.3M","19,525","8,276","2 hours ago","Monday, October 13, 2025 at 11:08 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:24 AM","Unusual Call Sweep","QCOM","162.5","10/17/2025","Call","Ask","2,510","$502K","8,575","724","2 hours ago","Monday, October 13, 2025 at 11:08 AM","11:24 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:25 AM","Put Sweep","TSLA","410","10/17/2025","Put","Above","1,101","$596.6K","22,848","8,276","2 hours ago","Monday, October 13, 2025 at 11:10 AM","11:25 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:30 AM","—","Monday, October 13, 2025 at 11:30 AM","Call Sweep","CLSK","22.5","01/16/2026","Call","Ask","1,293","$484.9K","1,642","11,817","2 hours ago","Monday, October 13, 2025 at 11:15 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:31 AM","Call Sweep","PFE","20","01/21/2028","Call","Ask","1,282","$737.2K","1,402","1,293","2 hours ago","Monday, October 13, 2025 at 11:15 AM","11:31 AM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:31 AM","Call Sweep","TSLA","440","10/31/2025","Call","Above","1,435","$2.5M","2,038","2,891","2 hours ago","Monday, October 13, 2025 at 11:16 AM","11:31 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 11:36 AM","Call Sweep","TSLA","427.5","10/24/2025","Call","Above","501","$981.9K","856","582","2 hours ago","Monday, October 13, 2025 at 11:21 AM","11:36 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:39 AM","—","Monday, October 13, 2025 at 11:39 AM","Call Sweep","IREN","105","03/20/2026","Call","Ask","355","$452.6K","3,652","0","2 hours ago","Monday, October 13, 2025 at 11:24 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:39 AM","Call Sweep","NVDA","210","12/19/2025","Call","Ask","843","$548K","4,025","32,224","2 hours ago","Monday, October 13, 2025 at 11:24 AM","11:39 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 11:43 AM","Call Sweep","CLSK","21","01/16/2026","Call","Ask","976","$409.9K","1,598","5,081","2 hours ago","Monday, October 13, 2025 at 11:28 AM","11:43 AM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","11:52 AM","—","Monday, October 13, 2025 at 11:52 AM","Put Sweep","NVDA","190","10/31/2025","Put","Ask","650","$516.8K","3,510","5,160","2 hours ago","Monday, October 13, 2025 at 11:37 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 11:57 AM","Call Sweep","TSLA","450","10/24/2025","Call","Above","462","$522.1K","3,891","8,666","2 hours ago","Monday, October 13, 2025 at 11:41 AM","11:57 AM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:00 PM","—","Monday, October 13, 2025 at 12:00 PM","Call Sweep","IONQ","120","01/15/2027","Call","Ask","193","$463.2K","201","288","2 hours ago","Monday, October 13, 2025 at 11:45 AM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:03 PM","Call Sweep","IREN","44","12/19/2025","Call","Above","279","$697.5K","280","1,041","2 hours ago","Monday, October 13, 2025 at 11:48 AM","12:03 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:08 PM","—","Monday, October 13, 2025 at 12:08 PM","Put Sweep","TSLA","430","10/31/2025","Put","Ask","1,000","$2.6M","1,141","2,582","an hour ago","Monday, October 13, 2025 at 11:53 AM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:11 PM","Call Sweep","PLTR","190","11/21/2025","Call","Above","2,003","$2M","2,683","11,964","an hour ago","Monday, October 13, 2025 at 11:56 AM","12:11 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:12 PM","Call Sweep","GEV","630","10/17/2025","Call","Ask","201","$518.6K","576","246","an hour ago","Monday, October 13, 2025 at 11:57 AM","12:12 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:13 PM","Call Sweep","PLTR","190","11/21/2025","Call","Above","5,119","$5.2M","7,835","11,964","an hour ago","Monday, October 13, 2025 at 11:58 AM","12:13 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:15 PM","—","Monday, October 13, 2025 at 12:15 PM","Call Sweep","IBIT","65","12/19/2025","Call","Ask","1,000","$570K","1,698","14,869","an hour ago","Monday, October 13, 2025 at 12:00 PM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:16 PM","Call Sweep","PLTR","190","11/21/2025","Call","Ask","2,125","$2.2M","9,995","11,964","an hour ago","Monday, October 13, 2025 at 12:01 PM","12:16 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:19 PM","Call Sweep","TSLA","430","10/31/2025","Call","Ask","250","$587.5K","1,635","2,725","an hour ago","Monday, October 13, 2025 at 12:04 PM","12:19 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:20 PM","Call Sweep","TSM","290","10/24/2025","Call","Ask","206","$402.7K","1,703","2,189","an hour ago","Monday, October 13, 2025 at 12:05 PM","12:20 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:21 PM","Put Sweep","PLTR","190","11/14/2025","Put","Ask","303","$696.9K","303","101","an hour ago","Monday, October 13, 2025 at 12:06 PM","12:21 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:24 PM","—","Monday, October 13, 2025 at 12:24 PM","Call Sweep","TSLA","800","09/18/2026","Call","Ask","250","$657.5K","1,484","7,875","an hour ago","Monday, October 13, 2025 at 12:09 PM","","","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:24 PM","Call Sweep","NVDA","180","01/21/2028","Call","Ask","200","$1.2M","336","1,898","an hour ago","Monday, October 13, 2025 at 12:09 PM","12:24 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:25 PM","Call Sweep","TSLA","430","10/31/2025","Call","Ask","200","$469K","1,853","2,725","an hour ago","Monday, October 13, 2025 at 12:09 PM","12:25 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:25 PM","Call Sweep","TSLA","800","09/18/2026","Call","Ask","249","$654.9K","2,495","7,875","an hour ago","Monday, October 13, 2025 at 12:10 PM","12:25 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:27 PM","Put Sweep","NVDA","185","04/17/2026","Put","Ask","466","$915.7K","486","1,222","an hour ago","Monday, October 13, 2025 at 12:12 PM","12:27 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:27 PM","Call Sweep","NVDA","230","04/17/2026","Call","Ask","607","$616.1K","695","3,362","an hour ago","Monday, October 13, 2025 at 12:12 PM","12:27 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:30 PM","Put Sweep","IBIT","70","01/16/2026","Put","Ask","1,730","$1.6M","1,743","2,652","an hour ago","Monday, October 13, 2025 at 12:15 PM","12:30 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:36 PM","—","Monday, October 13, 2025 at 12:36 PM","Call Sweep","RGTI","70","01/15/2027","Call","Ask","316","$684.1K","776","0","57 minutes ago","Monday, October 13, 2025 at 12:20 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:38 PM","Call Sweep","SLV","36","01/15/2027","Call","Ask","432","$505.4K","762","3,350","55 minutes ago","Monday, October 13, 2025 at 12:23 PM","12:38 PM","]","","","","","","",""
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:44 PM","—","Monday, October 13, 2025 at 12:44 PM","Put Sweep","GLD","360","11/21/2025","Put","Ask","2,000","$710K","4,100","12,958","49 minutes ago","Monday, October 13, 2025 at 12:29 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:46 PM","Call Sweep","NVDA","190","10/31/2025","Call","Ask","4,035","$2.6M","10,285","46,510","47 minutes ago","Monday, October 13, 2025 at 12:31 PM","12:46 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:46 PM","Call Sweep","NVDA","190","01/15/2027","Call","Ask","200","$798K","579","17,559","47 minutes ago","Monday, October 13, 2025 at 12:31 PM","12:46 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:47 PM","Put Sweep","IREN","70","03/20/2026","Put","Ask","944","$2.2M","2,003","2,255","48 minutes ago","Monday, October 13, 2025 at 12:32 PM","12:47 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:48 PM","Call Sweep","NVDA","190","10/31/2025","Call","Ask","806","$532K","11,097","46,510","45 minutes ago","Monday, October 13, 2025 at 12:33 PM","12:48 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"","","","","[","Monday, October 13, 2025 at 12:49 PM","Unusual Call Sweep","VRT","180","10/24/2025","Call","Above","1,999","$2.4M","2,404","402","45 minutes ago","Monday, October 13, 2025 at 12:34 PM","12:49 PM","]","","","","","","",""
"","","","","[","Monday, October 13, 2025 at 12:50 PM","Call Sweep","ARM","180","02/20/2026","Call","Ask","209","$482.8K","910","14,766","43 minutes ago","Monday, October 13, 2025 at 12:34 PM","12:50 PM","]",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
"https://cdn.discordapp.com/avatars/1151206734187216996/e9a6358a5ec27523e796b9fcf10c482e.webp?size=80","Cheddar Options Flow","APP","12:56 PM","—","Monday, October 13, 2025 at 12:56 PM","Call Sweep","NVDA","200","03/20/2026","Call","Ask","497","$907K","1,427","34,483","37 minutes ago","Monday, October 13, 2025 at 12:41 PM","","",":thumbsup:","Click to react",":white_check_mark:",":heart:","Add Reaction","Forward","More"
